"FOF_status","Comp_Quartile","emmean","SE","df","lower.CL","upper.CL"
"0","Q1_Weakest",0.0913424736655078,0.141807161635364,257,-0.187909506261321,0.370594453592337
"1","Q1_Weakest",-0.00103968839428419,0.0923262163928392,257,-0.182851935600448,0.180772558811879
"0","Q2",0.120377886051483,0.130503648974898,257,-0.136614792905203,0.377370565008169
"1","Q2",-0.146444656734225,0.095758987344444,257,-0.33501684521427,0.0421275317458203
"0","Q3_Q4_Strongest",0.0751597866713663,0.0979005951681542,257,-0.117629736237357,0.267949309580089
"1","Q3_Q4_Strongest",-0.0402391158555305,0.0741723426940357,257,-0.18630207427212,0.105823842561059
