"lower","upper","observed_min","observed_max","N_total_emp","N_total_reported","N_JN","pct_JN","N_JN_FOF0","N_JN_FOF1"
-0.04,0.21,-1.72103168262296,1.37013076053805,276,276,63,22.8,18,45
