"FOF_status","Comp_Quartile","emmean","SE","df","lower.CL","upper.CL",".group"
"1","Q1_Weakest",0.00018671645991631,0.0924146709607646,257,-0.181799718798119,0.182173151717952," a"
"0","Q1_Weakest",0.0932831399552994,0.141948937446149,257,-0.186248030214186,0.372814310124785," a"
"1","Q2",-0.12886003649686,0.0966011293248633,257,-0.319090602541899,0.0613705295481798," a"
"0","Q2",0.121846653920551,0.130631631611081,257,-0.135398053242175,0.379091361083277," a"
"1","Q3_Q4_Strongest",-0.0489018741730832,0.0740798069648019,257,-0.194782607761924,0.0969788594157573," a"
"0","Q3_Q4_Strongest",0.0754527019465829,0.0979969540208002,257,-0.117526574427865,0.26843197832103," a"
