"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",3.17499625867059,0.517987150273409,6.12948845737724,3.29976606943853e-09,2.15495653978496,4.19503597755621
"FOF_status1",-0.0930964234953831,0.15781229035621,-0.589918714729052,0.555763440495153,-0.403866303031348,0.217673456040581
"Comp_QuartileQ2",0.0285635139652513,0.182461455082045,0.156545468479398,0.875725985961691,-0.330746424999668,0.38787345293017
"Comp_QuartileQ3_Q4_Strongest",-0.0178304380087166,0.165018240378015,-0.10805131582952,0.914039294319768,-0.342790544523606,0.307129668506173
"Age",-0.0334364151604039,0.00550619551140451,-6.0725077943836,4.50516909163204e-09,-0.0442794218230552,-0.0225934084977526
"Sex1",-0.113008180394054,0.118650034256105,-0.952449622982216,0.341763914692748,-0.346658276780586,0.120641915992478
"BMI",-0.0157435033579097,0.00732734256516986,-2.14859660482446,0.0326009251917282,-0.0301727810849913,-0.00131422563082818
"FOF_status1:Comp_QuartileQ2",-0.157610266922027,0.212987530734812,-0.739997625111049,0.459976882038144,-0.577033298675242,0.261812764831187
"FOF_status1:Comp_QuartileQ3_Q4_Strongest",-0.031258152624283,0.187598306202699,-0.166622787044296,0.867797880354079,-0.400683771428565,0.338167466179999
