contrast,Balance_problem,estimate,SE,df,t.ratio,p.value
FOF - No FOF,no_balance_problem,-1.9820092169358343,1.9465996336362055,241,-1.0181904808198718,0.3096084904323294
FOF - No FOF,balance_problem,0.28634624227226757,1.2944783783889153,241,0.2212058903823863,0.8251194269743112
