FOF_status_f,Walk500m_G_final,emmean,SE,df,lower.CL,upper.CL
No FOF,no_difficulty,1.5172339513057782,0.6708960342268412,247,0.19582722309865264,2.8386406795129036
FOF,no_difficulty,0.9414425018376579,0.5794631096325225,247,-0.19987658897893834,2.082761592654254
No FOF,difficulty_or_unable,1.05116796032661,0.8959058361696226,247,-0.7134213938478828,2.815757314501103
FOF,difficulty_or_unable,0.5920111667313164,0.5542966537595181,247,-0.49973970126214184,1.6837620347247746
