FOF_status_f,Balance_problem,emmean,SE,df,lower.CL,upper.CL
No FOF,no_balance_problem,0.31464958365470513,0.10908512626100553,254,0.09982305857809512,0.5294761087313151
FOF,no_balance_problem,0.17466284156656645,0.09923191756690426,254,-0.02075929120504899,0.3700849743381819
No FOF,balance_problem,-0.023172608263741658,0.08841537716034745,254,-0.19729321379202305,0.15094799726453975
FOF,balance_problem,-0.11471825627790404,0.0652470169991083,254,-0.24321230871173705,0.013775796155928985
