FOF_status_f,Balance_problem,emmean,SE,df,lower.CL,upper.CL
No FOF,no_balance_problem,2.0375137564915136,1.5914060661080265,241,-1.0973273695944998,5.172354882577527
FOF,no_balance_problem,0.05550453955567913,1.5319230586032504,241,-2.962163614653151,3.0731726937645094
No FOF,balance_problem,-1.2643107196597394,1.2660571786739927,241,-3.758261318572593,1.229639879253114
FOF,balance_problem,-0.9779644773874719,0.9334722489618077,241,-2.8167705862909407,0.8608416315159969
