"FOF_status","Comp_Quartile","emmean","SE","df","lower.CL","upper.CL",".group"
"1","Q1_Weakest",0.0598507790308795,0.093648796142126,257,-0.124565941809339,0.244267499871098," a"
"0","Q1_Weakest",0.0968158934800695,0.141000610985751,257,-0.180847796664929,0.374479583625068," a"
"1","Q2",-0.178760610038423,0.0949113290964533,257,-0.365663558112533,0.00814233803568767," a "
"0","Q2",0.127096368054123,0.132448903663618,257,-0.133726979375317,0.387919715483562,"  b"
"1","Q3_Q4_Strongest",-0.0471013537946388,0.0733469075189824,257,-0.191538834313803,0.0973361267245251," a"
"0","Q3_Q4_Strongest",0.0812345130758638,0.0965916744806168,257,-0.108977434135364,0.271446460287092," a"
