model,term,estimate,se,conf_low,conf_high,p_value
M1,(Intercept),0.19948920660737288,0.04478037157089393,0.1112855809645021,0.28769283225024367,1.2773402925509185e-5
M1,Composite_Z0,0.9404587666262599,0.09450444000954458,0.7543139456750878,1.126603587577432,8.17677981469844e-20
M1,frailty_count_2,-0.4310538521409361,0.06520183883564916,-0.5594815177037743,-0.3026261865780979,2.3685403737345983e-10
M2,(Intercept),0.2844190543351483,0.043642087557337846,0.19845749979363086,0.37038060887666574,4.049206752704893e-10
M2,Composite_Z0,0.8483525612077896,0.08812413578803195,0.6747749866929491,1.02193013572263,8.219889032341159e-19
M2,frailty_count_3_balance,-0.3911897504157333,0.04216211314403292,-0.474236208352804,-0.30814329247866257,9.434518281763772e-18
