"n","n_missing","n_nonfinite","mean","sd","q01","q05","q50","q95","q99"
552,0,0,0.0313964738472377,0.662101916787001,-1.66379817605019,-0.995584669709208,-0.0094457012601197,1.21105402112007,1.6837827527523
