model,moderator,term,estimate,std.error,statistic,p.value,conf.low,conf.high
SRH_int_ext,SRH_3class,FOF_status_fFOF:SRH_3class.L,-0.2262961994949235,0.20021728043910486,-1.1302530880382746,0.2596173124789794,-0.620915709850836,0.16832331086098903
SRH_int_ext,SRH_3class,FOF_status_fFOF:SRH_3class.Q,-0.017524874650804247,0.13999049117004658,-0.12518617874921778,0.9004920560331002,-0.2934400152363312,0.25839026593472264
SRM_int_ext,SRM_3class,FOF_status_fFOF:SRM_3class.L,0.056260215740241766,0.18136385630845292,0.3102063271336584,0.7567017774710986,-0.3012000195388473,0.4137204510193308
SRM_int_ext,SRM_3class,FOF_status_fFOF:SRM_3class.Q,0.24121129094134003,0.13067600241152447,1.845872895481744,0.06627284319701897,-0.01634539933938617,0.4987679812220662
