model,moderator,term,estimate,std.error,statistic,p.value,conf.low,conf.high
MOI_int_ext,MOI_c,FOF_status_fFOF:MOI_c,0.0061864120616165336,0.02512961211506723,0.24618016518875277,0.8057744061471456,-0.043341681208924315,0.05571450533215738
Pain_int_ext,PainVAS0_c,FOF_status_fFOF:PainVAS0_c,0.02139002406789596,0.029565903858851383,0.7234693101219788,0.4701671620463078,-0.03688158144849175,0.07966162958428366
